Epoch, Time, Latitude(deg), Longitude(deg), Height(m), Sats
324, 2021/11/14  7:26:43 GPS, 30.52782057, 114.35697955, 12.6059, 23
325, 2021/11/14  7:26:44 GPS, 30.52782048, 114.35697952, 12.6168, 23
326, 2021/11/14  7:26:45 GPS, 30.52782047, 114.35697962, 12.6593, 23
327, 2021/11/14  7:26:46 GPS, 30.52782059, 114.35697969, 12.6717, 23
328, 2021/11/14  7:26:47 GPS, 30.52782068, 114.35697976, 12.6600, 23
329, 2021/11/14  7:26:48 GPS, 30.52782062, 114.35697985, 12.6687, 23
330, 2021/11/14  7:26:49 GPS, 30.52782075, 114.35697957, 12.6398, 23
331, 2021/11/14  7:26:50 GPS, 30.52782086, 114.35697958, 12.6828, 23
332, 2021/11/14  7:26:51 GPS, 30.52782096, 114.35697972, 12.7087, 23
333, 2021/11/14  7:26:52 GPS, 30.52782106, 114.35697965, 12.7502, 23
334, 2021/11/14  7:26:53 GPS, 30.52782098, 114.35697978, 12.8205, 23
335, 2021/11/14  7:26:54 GPS, 30.52782102, 114.35697971, 12.8388, 23
336, 2021/11/14  7:26:55 GPS, 30.52782105, 114.35697956, 12.8555, 23
337, 2021/11/14  7:26:56 GPS, 30.52782094, 114.35697949, 12.8564, 23
338, 2021/11/14  7:26:57 GPS, 30.52782093, 114.35697956, 12.8881, 23
339, 2021/11/14  7:26:58 GPS, 30.52782090, 114.35697956, 12.9110, 23
340, 2021/11/14  7:26:59 GPS, 30.52782110, 114.35697937, 12.9136, 23
341, 2021/11/14  7:27: 0 GPS, 30.52782128, 114.35697932, 12.9185, 23
342, 2021/11/14  7:27: 1 GPS, 30.52782122, 114.35697935, 12.9064, 23
343, 2021/11/14  7:27: 2 GPS, 30.52782137, 114.35697932, 12.9346, 23
344, 2021/11/14  7:27: 3 GPS, 30.52782131, 114.35697929, 12.9479, 23
345, 2021/11/14  7:27: 4 GPS, 30.52782131, 114.35697926, 12.9757, 23
346, 2021/11/14  7:27: 5 GPS, 30.52782131, 114.35697926, 12.9982, 23
347, 2021/11/14  7:27: 6 GPS, 30.52782135, 114.35697921, 12.9959, 23
348, 2021/11/14  7:27: 7 GPS, 30.52782137, 114.35697928, 13.0301, 23
349, 2021/11/14  7:27: 8 GPS, 30.52782123, 114.35697932, 13.0474, 23
350, 2021/11/14  7:27: 9 GPS, 30.52782116, 114.35697941, 13.0660, 23
351, 2021/11/14  7:27:10 GPS, 30.52782097, 114.35697964, 13.0824, 23
352, 2021/11/14  7:27:11 GPS, 30.52782105, 114.35697982, 13.0867, 23
353, 2021/11/14  7:27:12 GPS, 30.52782113, 114.35697991, 13.1116, 23
354, 2021/11/14  7:27:13 GPS, 30.52782115, 114.35697980, 13.1132, 23
355, 2021/11/14  7:27:14 GPS, 30.52782114, 114.35697994, 13.1158, 23
356, 2021/11/14  7:27:15 GPS, 30.52782131, 114.35697998, 13.1086, 23
357, 2021/11/14  7:27:16 GPS, 30.52782148, 114.35697992, 13.1104, 23
358, 2021/11/14  7:27:17 GPS, 30.52782154, 114.35698007, 13.1479, 23
359, 2021/11/14  7:27:18 GPS, 30.52782149, 114.35698028, 13.1857, 23
360, 2021/11/14  7:27:19 GPS, 30.52782137, 114.35698018, 13.1852, 23
361, 2021/11/14  7:27:20 GPS, 30.52782148, 114.35698024, 13.1907, 23
362, 2021/11/14  7:27:21 GPS, 30.52782148, 114.35698013, 13.1863, 23
363, 2021/11/14  7:27:22 GPS, 30.52782154, 114.35697999, 13.1807, 23
364, 2021/11/14  7:27:23 GPS, 30.52782157, 114.35698000, 13.1642, 23
365, 2021/11/14  7:27:24 GPS, 30.52782164, 114.35697997, 13.1886, 23
366, 2021/11/14  7:27:25 GPS, 30.52782165, 114.35697977, 13.1750, 23
367, 2021/11/14  7:27:26 GPS, 30.52782167, 114.35697966, 13.1947, 23
368, 2021/11/14  7:27:27 GPS, 30.52782168, 114.35697963, 13.2055, 23
369, 2021/11/14  7:27:28 GPS, 30.52782159, 114.35697968, 13.2180, 23
370, 2021/11/14  7:27:29 GPS, 30.52782141, 114.35697960, 13.2501, 23
371, 2021/11/14  7:27:30 GPS, 30.52782130, 114.35697971, 13.3171, 23
372, 2021/11/14  7:27:31 GPS, 30.52782120, 114.35697967, 13.3304, 23
373, 2021/11/14  7:27:32 GPS, 30.52782124, 114.35697964, 13.3731, 23
374, 2021/11/14  7:27:33 GPS, 30.52782134, 114.35697966, 13.3791, 23
375, 2021/11/14  7:27:34 GPS, 30.52782133, 114.35697972, 13.3776, 23
376, 2021/11/14  7:27:35 GPS, 30.52782139, 114.35697973, 13.3911, 23
377, 2021/11/14  7:27:36 GPS, 30.52782135, 114.35697970, 13.3659, 23
378, 2021/11/14  7:27:37 GPS, 30.52782130, 114.35697979, 13.3586, 23
379, 2021/11/14  7:27:38 GPS, 30.52782127, 114.35697970, 13.3233, 23
380, 2021/11/14  7:27:39 GPS, 30.52782112, 114.35697966, 13.3453, 23
381, 2021/11/14  7:27:40 GPS, 30.52782118, 114.35697953, 13.3357, 23
382, 2021/11/14  7:27:41 GPS, 30.52782138, 114.35697948, 13.3561, 23
383, 2021/11/14  7:27:42 GPS, 30.52782128, 114.35697942, 13.3477, 23
384, 2021/11/14  7:27:43 GPS, 30.52782126, 114.35697928, 13.3792, 23
385, 2021/11/14  7:27:44 GPS, 30.52782123, 114.35697904, 13.3439, 23
386, 2021/11/14  7:27:45 GPS, 30.52782126, 114.35697920, 13.3815, 23
387, 2021/11/14  7:27:46 GPS, 30.52782156, 114.35697904, 13.3754, 23
388, 2021/11/14  7:27:47 GPS, 30.52782171, 114.35697879, 13.3404, 23
389, 2021/11/14  7:27:48 GPS, 30.52782155, 114.35697883, 13.3483, 23
390, 2021/11/14  7:27:49 GPS, 30.52782150, 114.35697905, 13.3280, 23
391, 2021/11/14  7:27:50 GPS, 30.52782130, 114.35697911, 13.3373, 23
392, 2021/11/14  7:27:51 GPS, 30.52782131, 114.35697899, 13.3549, 23
393, 2021/11/14  7:27:52 GPS, 30.52782123, 114.35697896, 13.3866, 23
394, 2021/11/14  7:27:53 GPS, 30.52782118, 114.35697888, 13.4049, 23
395, 2021/11/14  7:27:54 GPS, 30.52782127, 114.35697871, 13.3940, 23
396, 2021/11/14  7:27:55 GPS, 30.52782124, 114.35697843, 13.4435, 23
397, 2021/11/14  7:27:56 GPS, 30.52782107, 114.35697851, 13.4581, 23
398, 2021/11/14  7:27:57 GPS, 30.52782097, 114.35697841, 13.4415, 23
399, 2021/11/14  7:27:58 GPS, 30.52782084, 114.35697836, 13.4685, 23
400, 2021/11/14  7:27:59 GPS, 30.52782081, 114.35697837, 13.4865, 23
401, 2021/11/14  7:28: 0 GPS, 30.52782076, 114.35697839, 13.5009, 23
402, 2021/11/14  7:28: 1 GPS, 30.52782065, 114.35697840, 13.4898, 23
403, 2021/11/14  7:28: 2 GPS, 30.52782053, 114.35697838, 13.5052, 23
404, 2021/11/14  7:28: 3 GPS, 30.52782047, 114.35697840, 13.5013, 23
405, 2021/11/14  7:28: 4 GPS, 30.52782036, 114.35697830, 13.5087, 23
406, 2021/11/14  7:28: 5 GPS, 30.52782025, 114.35697839, 13.5048, 23
407, 2021/11/14  7:28: 6 GPS, 30.52782040, 114.35697833, 13.5087, 23
408, 2021/11/14  7:28: 7 GPS, 30.52782042, 114.35697845, 13.4842, 23
409, 2021/11/14  7:28: 8 GPS, 30.52782044, 114.35697842, 13.4757, 23
410, 2021/11/14  7:28: 9 GPS, 30.52782034, 114.35697855, 13.5043, 23
411, 2021/11/14  7:28:10 GPS, 30.52782027, 114.35697848, 13.4800, 23
412, 2021/11/14  7:28:11 GPS, 30.52782021, 114.35697844, 13.5017, 23
413, 2021/11/14  7:28:12 GPS, 30.52782017, 114.35697841, 13.4993, 23
414, 2021/11/14  7:28:13 GPS, 30.52782033, 114.35697836, 13.4808, 23
415, 2021/11/14  7:28:14 GPS, 30.52782051, 114.35697835, 13.4818, 23
416, 2021/11/14  7:28:15 GPS, 30.52782044, 114.35697822, 13.4404, 23
417, 2021/11/14  7:28:16 GPS, 30.52782048, 114.35697801, 13.4184, 23
418, 2021/11/14  7:28:17 GPS, 30.52782036, 114.35697782, 13.4651, 23
419, 2021/11/14  7:28:18 GPS, 30.52782025, 114.35697775, 13.4866, 23
420, 2021/11/14  7:28:19 GPS, 30.52782034, 114.35697770, 13.4844, 23
421, 2021/11/14  7:28:20 GPS, 30.52782021, 114.35697773, 13.4997, 23
422, 2021/11/14  7:28:21 GPS, 30.52782006, 114.35697765, 13.5228, 23
423, 2021/11/14  7:28:22 GPS, 30.52781986, 114.35697746, 13.5206, 23
424, 2021/11/14  7:28:23 GPS, 30.52781979, 114.35697750, 13.5730, 23
425, 2021/11/14  7:28:24 GPS, 30.52781978, 114.35697739, 13.5690, 23
426, 2021/11/14  7:28:25 GPS, 30.52781966, 114.35697734, 13.5753, 23
427, 2021/11/14  7:28:26 GPS, 30.52781952, 114.35697747, 13.6225, 23
428, 2021/11/14  7:28:27 GPS, 30.52781948, 114.35697735, 13.6590, 23
429, 2021/11/14  7:28:28 GPS, 30.52781929, 114.35697750, 13.6679, 23
430, 2021/11/14  7:28:29 GPS, 30.52781887, 114.35697760, 13.6451, 23
431, 2021/11/14  7:28:30 GPS, 30.52781863, 114.35697763, 13.6603, 23
432, 2021/11/14  7:28:31 GPS, 30.52781849, 114.35697756, 13.7206, 23
433, 2021/11/14  7:28:32 GPS, 30.52781839, 114.35697767, 13.7556, 23
434, 2021/11/14  7:28:33 GPS, 30.52781820, 114.35697773, 13.7663, 23
435, 2021/11/14  7:28:34 GPS, 30.52781813, 114.35697795, 13.7999, 23
436, 2021/11/14  7:28:35 GPS, 30.52781790, 114.35697785, 13.7794, 23
437, 2021/11/14  7:28:36 GPS, 30.52781794, 114.35697799, 13.8296, 23
438, 2021/11/14  7:28:37 GPS, 30.52781794, 114.35697807, 13.8027, 23
439, 2021/11/14  7:28:38 GPS, 30.52781777, 114.35697800, 13.8124, 23
440, 2021/11/14  7:28:39 GPS, 30.52781750, 114.35697808, 13.8478, 23
441, 2021/11/14  7:28:40 GPS, 30.52781729, 114.35697791, 13.8404, 23
442, 2021/11/14  7:28:41 GPS, 30.52781720, 114.35697801, 13.8554, 23
443, 2021/11/14  7:28:42 GPS, 30.52781717, 114.35697787, 13.9067, 23
444, 2021/11/14  7:28:43 GPS, 30.52781701, 114.35697790, 13.9337, 23
445, 2021/11/14  7:28:44 GPS, 30.52781695, 114.35697802, 13.9496, 23
446, 2021/11/14  7:28:45 GPS, 30.52781701, 114.35697797, 13.9860, 23
447, 2021/11/14  7:28:46 GPS, 30.52781699, 114.35697813, 14.0010, 23
448, 2021/11/14  7:28:47 GPS, 30.52781671, 114.35697815, 14.0432, 23
449, 2021/11/14  7:28:48 GPS, 30.52781659, 114.35697845, 14.0880, 23
450, 2021/11/14  7:28:49 GPS, 30.52781640, 114.35697846, 14.0925, 23
451, 2021/11/14  7:28:50 GPS, 30.52781644, 114.35697829, 14.0516, 23
452, 2021/11/14  7:28:51 GPS, 30.52781633, 114.35697844, 14.0385, 23
453, 2021/11/14  7:28:52 GPS, 30.52781651, 114.35697825, 14.0017, 23
454, 2021/11/14  7:28:53 GPS, 30.52781647, 114.35697826, 14.0090, 23
455, 2021/11/14  7:28:54 GPS, 30.52781670, 114.35697845, 13.9966, 23
456, 2021/11/14  7:28:55 GPS, 30.52781660, 114.35697851, 14.0138, 23
457, 2021/11/14  7:28:56 GPS, 30.52781630, 114.35697866, 13.9965, 23
458, 2021/11/14  7:28:57 GPS, 30.52781641, 114.35697868, 14.0063, 23
459, 2021/11/14  7:28:58 GPS, 30.52781640, 114.35697864, 14.0173, 23
460, 2021/11/14  7:28:59 GPS, 30.52781638, 114.35697877, 14.0373, 23
461, 2021/11/14  7:29: 0 GPS, 30.52781658, 114.35697863, 14.0483, 23
462, 2021/11/14  7:29: 1 GPS, 30.52781660, 114.35697865, 14.0398, 23
463, 2021/11/14  7:29: 2 GPS, 30.52781664, 114.35697856, 14.0292, 23
464, 2021/11/14  7:29: 3 GPS, 30.52781661, 114.35697844, 13.9829, 23
465, 2021/11/14  7:29: 4 GPS, 30.52781661, 114.35697849, 13.9944, 23
466, 2021/11/14  7:29: 5 GPS, 30.52781653, 114.35697834, 13.9980, 23
467, 2021/11/14  7:29: 6 GPS, 30.52781653, 114.35697839, 14.0211, 23
468, 2021/11/14  7:29: 7 GPS, 30.52781643, 114.35697846, 14.0473, 23
469, 2021/11/14  7:29: 8 GPS, 30.52781637, 114.35697849, 13.9955, 23
470, 2021/11/14  7:29: 9 GPS, 30.52781633, 114.35697855, 13.9792, 23
471, 2021/11/14  7:29:10 GPS, 30.52781613, 114.35697867, 13.9604, 23
472, 2021/11/14  7:29:11 GPS, 30.52781616, 114.35697873, 14.0157, 23
473, 2021/11/14  7:29:12 GPS, 30.52781603, 114.35697876, 14.0265, 23
474, 2021/11/14  7:29:13 GPS, 30.52781601, 114.35697892, 14.0252, 23
475, 2021/11/14  7:29:14 GPS, 30.52781603, 114.35697882, 14.0227, 23
476, 2021/11/14  7:29:15 GPS, 30.52781582, 114.35697870, 14.0118, 23
477, 2021/11/14  7:29:16 GPS, 30.52781571, 114.35697885, 14.0214, 23
478, 2021/11/14  7:29:17 GPS, 30.52781568, 114.35697905, 14.0575, 23
479, 2021/11/14  7:29:18 GPS, 30.52781570, 114.35697910, 14.0526, 23
480, 2021/11/14  7:29:19 GPS, 30.52781563, 114.35697928, 14.0985, 23
481, 2021/11/14  7:29:20 GPS, 30.52782117, 114.35697934, 15.4282, 22
482, 2021/11/14  7:29:21 GPS, 30.52782114, 114.35697947, 15.4470, 22
483, 2021/11/14  7:29:22 GPS, 30.52782108, 114.35697955, 15.4752, 22
484, 2021/11/14  7:29:23 GPS, 30.52782114, 114.35697952, 15.4802, 22
485, 2021/11/14  7:29:24 GPS, 30.52782107, 114.35697955, 15.5201, 22
486, 2021/11/14  7:29:25 GPS, 30.52782116, 114.35697956, 15.5395, 22
487, 2021/11/14  7:29:26 GPS, 30.52782119, 114.35697958, 15.5169, 22
488, 2021/11/14  7:29:27 GPS, 30.52782124, 114.35697954, 15.5478, 22
489, 2021/11/14  7:29:28 GPS, 30.52782122, 114.35697956, 15.5736, 22
490, 2021/11/14  7:29:29 GPS, 30.52782122, 114.35697964, 15.5759, 22
491, 2021/11/14  7:29:30 GPS, 30.52782127, 114.35697973, 15.5740, 22
492, 2021/11/14  7:29:31 GPS, 30.52782129, 114.35697981, 15.5489, 22
493, 2021/11/14  7:29:32 GPS, 30.52782118, 114.35697975, 15.5815, 22
494, 2021/11/14  7:29:33 GPS, 30.52782126, 114.35697966, 15.5707, 22
495, 2021/11/14  7:29:34 GPS, 30.52782128, 114.35697962, 15.5607, 22
496, 2021/11/14  7:29:35 GPS, 30.52782144, 114.35697950, 15.5536, 22
497, 2021/11/14  7:29:36 GPS, 30.52782144, 114.35697951, 15.5809, 22
498, 2021/11/14  7:29:37 GPS, 30.52782145, 114.35697931, 15.5903, 22
499, 2021/11/14  7:29:38 GPS, 30.52782162, 114.35697940, 15.5925, 22
500, 2021/11/14  7:29:39 GPS, 30.52782181, 114.35697913, 15.5856, 22
501, 2021/11/14  7:29:40 GPS, 30.52782192, 114.35697914, 15.5724, 22
502, 2021/11/14  7:29:41 GPS, 30.52782211, 114.35697894, 15.5622, 22
503, 2021/11/14  7:29:42 GPS, 30.52782217, 114.35697878, 15.5219, 22
504, 2021/11/14  7:29:43 GPS, 30.52782229, 114.35697860, 15.5075, 22
505, 2021/11/14  7:29:44 GPS, 30.52782233, 114.35697826, 15.4938, 22
506, 2021/11/14  7:29:45 GPS, 30.52782254, 114.35697813, 15.4837, 22
507, 2021/11/14  7:29:46 GPS, 30.52782258, 114.35697806, 15.4894, 22
508, 2021/11/14  7:29:47 GPS, 30.52782262, 114.35697811, 15.5095, 22
509, 2021/11/14  7:29:48 GPS, 30.52782264, 114.35697798, 15.5173, 22
510, 2021/11/14  7:29:49 GPS, 30.52782260, 114.35697774, 15.5459, 22
511, 2021/11/14  7:29:50 GPS, 30.52782275, 114.35697746, 15.5518, 22
512, 2021/11/14  7:29:51 GPS, 30.52782304, 114.35697725, 15.5251, 22
513, 2021/11/14  7:29:52 GPS, 30.52782320, 114.35697734, 15.5372, 22
514, 2021/11/14  7:29:53 GPS, 30.52782335, 114.35697751, 15.5574, 22
515, 2021/11/14  7:29:54 GPS, 30.52782331, 114.35697746, 15.5742, 22
516, 2021/11/14  7:29:55 GPS, 30.52782333, 114.35697753, 15.5444, 22
517, 2021/11/14  7:29:56 GPS, 30.52782345, 114.35697761, 15.5535, 22
518, 2021/11/14  7:29:57 GPS, 30.52782343, 114.35697772, 15.5725, 22
519, 2021/11/14  7:29:58 GPS, 30.52782359, 114.35697768, 15.5805, 22
520, 2021/11/14  7:29:59 GPS, 30.52782356, 114.35697784, 15.5955, 22
521, 2021/11/14  7:30: 0 GPS, 30.52782367, 114.35697789, 15.5840, 22
522, 2021/11/14  7:30: 1 GPS, 30.52782374, 114.35697786, 15.5550, 22
523, 2021/11/14  7:30: 2 GPS, 30.52782387, 114.35697771, 15.5727, 22
524, 2021/11/14  7:30: 3 GPS, 30.52782400, 114.35697765, 15.5758, 22
525, 2021/11/14  7:30: 4 GPS, 30.52782419, 114.35697774, 15.5512, 22
526, 2021/11/14  7:30: 5 GPS, 30.52782438, 114.35697771, 15.5311, 22
527, 2021/11/14  7:30: 6 GPS, 30.52782459, 114.35697783, 15.5448, 22
528, 2021/11/14  7:30: 7 GPS, 30.52782470, 114.35697772, 15.5251, 22
529, 2021/11/14  7:30: 8 GPS, 30.52782490, 114.35697757, 15.4856, 22
530, 2021/11/14  7:30: 9 GPS, 30.52782494, 114.35697750, 15.4983, 22
531, 2021/11/14  7:30:10 GPS, 30.52782492, 114.35697751, 15.5185, 22
532, 2021/11/14  7:30:11 GPS, 30.52782497, 114.35697740, 15.4783, 22
533, 2021/11/14  7:30:12 GPS, 30.52782510, 114.35697708, 15.4478, 22
534, 2021/11/14  7:30:13 GPS, 30.52782516, 114.35697722, 15.4819, 22
535, 2021/11/14  7:30:14 GPS, 30.52782518, 114.35697722, 15.4900, 22
536, 2021/11/14  7:30:15 GPS, 30.52782524, 114.35697729, 15.4777, 22
537, 2021/11/14  7:30:16 GPS, 30.52782546, 114.35697719, 15.4328, 22
538, 2021/11/14  7:30:17 GPS, 30.52782550, 114.35697697, 15.4120, 22
539, 2021/11/14  7:30:18 GPS, 30.52782559, 114.35697697, 15.3858, 22
540, 2021/11/14  7:30:19 GPS, 30.52782569, 114.35697688, 15.3792, 22
541, 2021/11/14  7:30:20 GPS, 30.52782579, 114.35697655, 15.3348, 22
542, 2021/11/14  7:30:21 GPS, 30.52782578, 114.35697656, 15.3777, 22
543, 2021/11/14  7:30:22 GPS, 30.52782580, 114.35697642, 15.3769, 22
544, 2021/11/14  7:30:23 GPS, 30.52782583, 114.35697647, 15.3228, 22
545, 2021/11/14  7:30:24 GPS, 30.52782591, 114.35697636, 15.3138, 22
546, 2021/11/14  7:30:25 GPS, 30.52782591, 114.35697649, 15.2991, 22
547, 2021/11/14  7:30:26 GPS, 30.52782583, 114.35697688, 15.3056, 22
548, 2021/11/14  7:30:27 GPS, 30.52782581, 114.35697692, 15.2955, 22
549, 2021/11/14  7:30:28 GPS, 30.52782590, 114.35697690, 15.2844, 22
550, 2021/11/14  7:30:29 GPS, 30.52782579, 114.35697682, 15.3251, 22
551, 2021/11/14  7:30:30 GPS, 30.52782569, 114.35697678, 15.3337, 22
552, 2021/11/14  7:30:31 GPS, 30.52782552, 114.35697697, 15.3561, 22
553, 2021/11/14  7:30:32 GPS, 30.52782546, 114.35697701, 15.3384, 22
554, 2021/11/14  7:30:33 GPS, 30.52782549, 114.35697694, 15.3256, 22
555, 2021/11/14  7:30:34 GPS, 30.52782557, 114.35697690, 15.2846, 22
556, 2021/11/14  7:30:35 GPS, 30.52782552, 114.35697676, 15.2969, 22
557, 2021/11/14  7:30:36 GPS, 30.52782542, 114.35697668, 15.3442, 22
558, 2021/11/14  7:30:37 GPS, 30.52782551, 114.35697657, 15.3163, 22
559, 2021/11/14  7:30:38 GPS, 30.52782565, 114.35697641, 15.3065, 22
560, 2021/11/14  7:30:39 GPS, 30.52782567, 114.35697628, 15.2992, 22
561, 2021/11/14  7:30:40 GPS, 30.52782563, 114.35697636, 15.3045, 22
562, 2021/11/14  7:30:41 GPS, 30.52782571, 114.35697609, 15.2791, 22
563, 2021/11/14  7:30:42 GPS, 30.52782583, 114.35697603, 15.2381, 22
564, 2021/11/14  7:30:43 GPS, 30.52782594, 114.35697588, 15.1715, 22
565, 2021/11/14  7:30:44 GPS, 30.52782604, 114.35697592, 15.1643, 22
566, 2021/11/14  7:30:45 GPS, 30.52782617, 114.35697585, 15.1272, 22
567, 2021/11/14  7:30:46 GPS, 30.52782621, 114.35697615, 15.1132, 22
568, 2021/11/14  7:30:47 GPS, 30.52782624, 114.35697619, 15.0966, 22
569, 2021/11/14  7:30:48 GPS, 30.52782636, 114.35697612, 15.0841, 22
570, 2021/11/14  7:30:49 GPS, 30.52782647, 114.35697622, 15.0644, 22
571, 2021/11/14  7:30:50 GPS, 30.52782654, 114.35697614, 15.0487, 22
572, 2021/11/14  7:30:51 GPS, 30.52782656, 114.35697617, 15.0221, 22
573, 2021/11/14  7:30:52 GPS, 30.52782661, 114.35697620, 15.0025, 22
574, 2021/11/14  7:30:53 GPS, 30.52782660, 114.35697606, 14.9935, 22
575, 2021/11/14  7:30:54 GPS, 30.52782658, 114.35697608, 15.0048, 22
576, 2021/11/14  7:30:55 GPS, 30.52782654, 114.35697616, 15.0096, 22
577, 2021/11/14  7:30:56 GPS, 30.52782646, 114.35697628, 14.9905, 22
578, 2021/11/14  7:30:57 GPS, 30.52782635, 114.35697618, 15.0108, 22
579, 2021/11/14  7:30:58 GPS, 30.52782629, 114.35697629, 15.0122, 22
580, 2021/11/14  7:30:59 GPS, 30.52782641, 114.35697609, 14.9931, 22
581, 2021/11/14  7:31: 0 GPS, 30.52782634, 114.35697598, 15.0074, 22
582, 2021/11/14  7:31: 1 GPS, 30.52782618, 114.35697618, 15.0234, 22
583, 2021/11/14  7:31: 2 GPS, 30.52782608, 114.35697609, 15.0417, 22
584, 2021/11/14  7:31: 3 GPS, 30.52782605, 114.35697598, 15.0182, 22
585, 2021/11/14  7:31: 4 GPS, 30.52782587, 114.35697609, 15.0452, 22
586, 2021/11/14  7:31: 5 GPS, 30.52782561, 114.35697612, 15.0803, 22
587, 2021/11/14  7:31: 6 GPS, 30.52782554, 114.35697608, 15.0821, 22
588, 2021/11/14  7:31: 7 GPS, 30.52782550, 114.35697614, 15.0724, 22
589, 2021/11/14  7:31: 8 GPS, 30.52782557, 114.35697620, 15.0529, 22
590, 2021/11/14  7:31: 9 GPS, 30.52782552, 114.35697617, 15.0187, 22
591, 2021/11/14  7:31:10 GPS, 30.52782533, 114.35697626, 15.0305, 22
592, 2021/11/14  7:31:11 GPS, 30.52782525, 114.35697632, 15.0816, 22
593, 2021/11/14  7:31:12 GPS, 30.52782516, 114.35697656, 15.0629, 22
594, 2021/11/14  7:31:13 GPS, 30.52782489, 114.35697667, 15.0760, 22
595, 2021/11/14  7:31:14 GPS, 30.52782480, 114.35697663, 15.0798, 22
596, 2021/11/14  7:31:15 GPS, 30.52756700, 114.35704549, 38.4812, 23
597, 2021/11/14  7:31:16 GPS, 30.52756697, 114.35704560, 38.4822, 23
598, 2021/11/14  7:31:17 GPS, 30.52757407, 114.35704368, 37.8103, 23
599, 2021/11/14  7:31:18 GPS, 30.52757451, 114.35704366, 37.7769, 23
600, 2021/11/14  7:31:19 GPS, 30.52757444, 114.35704394, 37.8049, 23
601, 2021/11/14  7:31:20 GPS, 30.52757444, 114.35704400, 37.8209, 23
602, 2021/11/14  7:31:21 GPS, 30.52782468, 114.35697719, 15.0745, 22
603, 2021/11/14  7:31:22 GPS, 30.52782456, 114.35697719, 15.1000, 22
604, 2021/11/14  7:31:23 GPS, 30.52782456, 114.35697745, 15.0907, 22
605, 2021/11/14  7:31:24 GPS, 30.52782452, 114.35697756, 15.0797, 22
606, 2021/11/14  7:31:25 GPS, 30.52782449, 114.35697762, 15.0950, 22
607, 2021/11/14  7:31:26 GPS, 30.52782453, 114.35697759, 15.1169, 22
608, 2021/11/14  7:31:27 GPS, 30.52782451, 114.35697767, 15.1283, 22
609, 2021/11/14  7:31:28 GPS, 30.52782448, 114.35697795, 15.1690, 22
610, 2021/11/14  7:31:29 GPS, 30.52782447, 114.35697808, 15.2235, 22
611, 2021/11/14  7:31:30 GPS, 30.52782447, 114.35697805, 15.2748, 22
612, 2021/11/14  7:31:31 GPS, 30.52782443, 114.35697816, 15.3181, 22
613, 2021/11/14  7:31:32 GPS, 30.52782456, 114.35697804, 15.3135, 22
614, 2021/11/14  7:31:33 GPS, 30.52782451, 114.35697804, 15.3277, 22
615, 2021/11/14  7:31:34 GPS, 30.52782450, 114.35697804, 15.3531, 22
616, 2021/11/14  7:31:35 GPS, 30.52782447, 114.35697803, 15.4173, 22
617, 2021/11/14  7:31:36 GPS, 30.52782449, 114.35697788, 15.4568, 22
618, 2021/11/14  7:31:37 GPS, 30.52782444, 114.35697795, 15.4831, 22
619, 2021/11/14  7:31:38 GPS, 30.52782442, 114.35697800, 15.5004, 22
620, 2021/11/14  7:31:39 GPS, 30.52782441, 114.35697787, 15.5215, 22
621, 2021/11/14  7:31:40 GPS, 30.52782449, 114.35697783, 15.5164, 22
622, 2021/11/14  7:31:41 GPS, 30.52782438, 114.35697785, 15.5580, 22
623, 2021/11/14  7:31:42 GPS, 30.52782445, 114.35697786, 15.5645, 22
624, 2021/11/14  7:31:43 GPS, 30.52782449, 114.35697779, 15.5705, 22
625, 2021/11/14  7:31:44 GPS, 30.52782448, 114.35697766, 15.5717, 22
626, 2021/11/14  7:31:45 GPS, 30.52782438, 114.35697779, 15.5875, 22
627, 2021/11/14  7:31:46 GPS, 30.52782441, 114.35697768, 15.6281, 22
628, 2021/11/14  7:31:47 GPS, 30.52782449, 114.35697768, 15.6162, 22
629, 2021/11/14  7:31:48 GPS, 30.52782459, 114.35697764, 15.6280, 22
630, 2021/11/14  7:31:49 GPS, 30.52782461, 114.35697777, 15.6210, 22
631, 2021/11/14  7:31:50 GPS, 30.52782465, 114.35697758, 15.6103, 22
632, 2021/11/14  7:31:51 GPS, 30.52782480, 114.35697747, 15.6117, 22
633, 2021/11/14  7:31:52 GPS, 30.52782483, 114.35697750, 15.6114, 22
634, 2021/11/14  7:31:53 GPS, 30.52782502, 114.35697753, 15.5563, 22
635, 2021/11/14  7:31:54 GPS, 30.52782508, 114.35697766, 15.5471, 22
636, 2021/11/14  7:31:55 GPS, 30.52782505, 114.35697777, 15.5707, 22
637, 2021/11/14  7:31:56 GPS, 30.52782500, 114.35697780, 15.5746, 22
638, 2021/11/14  7:31:57 GPS, 30.52782505, 114.35697779, 15.5741, 22
639, 2021/11/14  7:31:58 GPS, 30.52782501, 114.35697786, 15.5897, 22
640, 2021/11/14  7:31:59 GPS, 30.52782505, 114.35697805, 15.5719, 22
641, 2021/11/14  7:32: 0 GPS, 30.52782515, 114.35697805, 15.5663, 22
642, 2021/11/14  7:32: 1 GPS, 30.52782528, 114.35697818, 15.5833, 22
643, 2021/11/14  7:32: 2 GPS, 30.52782527, 114.35697830, 15.5926, 22
644, 2021/11/14  7:32: 3 GPS, 30.52782534, 114.35697825, 15.5971, 22
645, 2021/11/14  7:32: 4 GPS, 30.52782541, 114.35697822, 15.5664, 22
646, 2021/11/14  7:32: 5 GPS, 30.52782546, 114.35697814, 15.5937, 22
